alpha,maxerr_mult,capture_mean,capture_std,trust_mean,trust_std,mean_reward,rew_std,mean_steps,steps_std
0.05,1.0,0.0,0.0,0.0413667211728288,0.03058301458319982,-142.45170569935866,8.67830010067337,500.0,0.0
0.05,1.5,0.0,0.0,0.011295446614515777,0.01953300046194281,-127.60432434980703,0.7580913892863715,500.0,0.0
0.05,2.0,0.0,0.0,0.011409987443744232,0.012925349309225986,-130.74843091050477,27.78912394671381,500.0,0.0
0.1,1.0,0.0,0.0,0.007538027380442599,0.011762353850086943,-132.42979570533367,16.780754800920846,500.0,0.0
0.1,1.5,0.0,0.0,0.0010908831989286333,0.0006322466627363222,-132.17614491079235,3.6490507090620725,500.0,0.0
0.1,2.0,0.0,0.0,0.0012414338047579394,0.0021489563977013936,-122.80466664777153,5.67533115072197,500.0,0.0
0.2,1.0,0.0,0.0,0.00887989967169014,0.011232752543208777,-116.45100152944481,4.935187878761516,500.0,0.0
0.2,1.5,0.0,0.0,0.0178171979007032,0.019690156916511794,-130.7678009369727,18.28431544484485,500.0,0.0
0.2,2.0,0.0,0.0,0.002733247527068156,0.0026038152237284388,-131.52761253941696,8.900752468707454,500.0,0.0
